id	db	name
phrog_21722	PHROG	long tail fiber protein distal subunit
phrog_21789	PHROG	virion structural protein
phrog_21806	PHROG	minor tail protein
phrog_21844	PHROG	tail protein
phrog_21845	PHROG	tail length tape measure protein
phrog_2186	PHROG	virion structural protein
phrog_21878	PHROG	tail fiber protein
phrog_2189	PHROG	tail protein
phrog_21962	PHROG	tail protein
phrog_21973	PHROG	tail protein
phrog_21995	PHROG	tail assembly chaperone
phrog_22033	PHROG	virion structural protein
phrog_22037	PHROG	tail spike protein
phrog_22064	PHROG	virion structural protein
phrog_22065	PHROG	tail sheath
phrog_22136	PHROG	minor tail protein
phrog_22179	PHROG	tail fiber protein
phrog_222	PHROG	tail completion or Neck1 protein
phrog_22201	PHROG	tail fiber protein
phrog_22278	PHROG	minor tail protein
phrog_22284	PHROG	tail fiber protein
phrog_22285	PHROG	tail fiber protein
phrog_22322	PHROG	tail protein
phrog_2234	PHROG	tail spike protein
phrog_2235	PHROG	minor tail protein
phrog_2248	PHROG	tail protein
phrog_22489	PHROG	virion structural protein
phrog_22560	PHROG	tail protein
phrog_22561	PHROG	minor tail protein
phrog_22568	PHROG	virion structural protein
phrog_226	PHROG	minor tail protein
phrog_22602	PHROG	virion structural protein
phrog_22609	PHROG	tail fiber protein
phrog_22663	PHROG	head-tail connector protein
phrog_22666	PHROG	virion structural protein
phrog_22682	PHROG	tail fiber protein
phrog_227	PHROG	tail sheath stabilizer
phrog_2271	PHROG	portal protein
phrog_2276	PHROG	tail length tape measure protein
phrog_22767	PHROG	virion structural protein
phrog_22811	PHROG	tail spike protein
phrog_2282	PHROG	tail fiber protein
phrog_22829	PHROG	tail length tape measure protein
phrog_22849	PHROG	tail fiber protein
phrog_22884	PHROG	virion structural protein
phrog_22896	PHROG	tail protein
phrog_22998	PHROG	head-tail connector protein
phrog_23	PHROG	tail sheath
phrog_230	PHROG	baseplate tail tube cap
phrog_23005	PHROG	virion structural protein
phrog_23008	PHROG	tail fiber protein
phrog_23013	PHROG	tail length tape measure protein
phrog_23042	PHROG	tail protein
phrog_23059	PHROG	tail fiber protein
phrog_23108	PHROG	tail length tape measure protein
phrog_23130	PHROG	tail protein
phrog_23188	PHROG	tail length tape measure protein
phrog_23208	PHROG	virion structural protein
phrog_2322	PHROG	head-tail connector protein
phrog_2325	PHROG	minor tail protein
phrog_23257	PHROG	terminase small subunit
phrog_2335	PHROG	tail length tape measure protein
phrog_23354	PHROG	tail spike protein
phrog_2337	PHROG	tail length tape measure protein
phrog_23370	PHROG	tail length tape measure protein
phrog_23412	PHROG	tail protein
phrog_23426	PHROG	tail protein
phrog_2343	PHROG	terminase small subunit
phrog_23437	PHROG	tail protein
phrog_23444	PHROG	terminase small subunit
phrog_23445	PHROG	head-tail connector protein
phrog_23453	PHROG	tail fiber protein
phrog_23545	PHROG	virion structural protein
phrog_23570	PHROG	virion structural protein
phrog_23574	PHROG	tail length tape measure protein
phrog_23593	PHROG	tail protein
phrog_23595	PHROG	minor tail protein
phrog_23607	PHROG	tail assembly chaperone
phrog_23656	PHROG	virion structural protein
phrog_23659	PHROG	tail protein
phrog_23676	PHROG	tail fiber protein
phrog_2377	PHROG	head-tail adaptor Ad1
phrog_238	PHROG	major tail protein
phrog_23804	PHROG	virion structural protein
phrog_23819	PHROG	virion structural protein
phrog_23820	PHROG	tail fiber protein
phrog_23837	PHROG	virion structural protein
phrog_2386	PHROG	virion structural protein
phrog_23909	PHROG	tail fiber protein
phrog_23940	PHROG	tail length tape measure protein
phrog_23960	PHROG	tail protein
phrog_23968	PHROG	minor tail protein
phrog_24	PHROG	tail length tape measure protein
phrog_24092	PHROG	tail fiber protein
phrog_24134	PHROG	virion structural protein
phrog_2414	PHROG	terminase small subunit
phrog_24159	PHROG	tail fiber protein
phrog_2420	PHROG	tail fiber protein
phrog_24210	PHROG	tail fiber protein
phrog_24249	PHROG	tail protein
phrog_24271	PHROG	tail fiber protein
phrog_24280	PHROG	tail fiber adhesin
phrog_24309	PHROG	virion structural protein
phrog_24320	PHROG	tail length tape measure protein
phrog_24330	PHROG	tail fiber protein
phrog_24361	PHROG	terminase
phrog_24369	PHROG	tail fiber protein
phrog_24439	PHROG	virion structural protein
phrog_24456	PHROG	tail fiber protein
phrog_24494	PHROG	tail fiber chaperone
phrog_24506	PHROG	tail fiber protein
phrog_24527	PHROG	virion structural protein
phrog_24534	PHROG	tail fiber protein
phrog_24558	PHROG	virion structural protein
phrog_24577	PHROG	virion structural protein
phrog_24579	PHROG	terminase small subunit
phrog_24580	PHROG	tail fiber protein
phrog_24595	PHROG	virion structural protein
phrog_24607	PHROG	tail protein
phrog_24630	PHROG	virion structural protein
phrog_24636	PHROG	head-tail connector protein
phrog_24638	PHROG	baseplate hub subunit and tail lysozyme
phrog_24650	PHROG	head-tail connector protein
phrog_24656	PHROG	virion structural protein
phrog_24676	PHROG	tail length tape measure protein
phrog_24709	PHROG	tail length tape measure protein
phrog_24741	PHROG	virion structural protein
phrog_24754	PHROG	tail fiber protein
phrog_24786	PHROG	tail fiber protein
phrog_24827	PHROG	tail protein
phrog_24891	PHROG	virion structural protein
phrog_24898	PHROG	tail fiber protein
phrog_2491	PHROG	major tail protein
phrog_24919	PHROG	tail fiber protein
phrog_24935	PHROG	virion structural protein
phrog_25000	PHROG	tail assembly chaperone
phrog_25042	PHROG	tail fiber protein
phrog_25111	PHROG	tail protein
phrog_25121	PHROG	virion structural protein
phrog_25212	PHROG	minor tail protein
phrog_25241	PHROG	tail length tape measure protein
phrog_25268	PHROG	tail protein
phrog_25273	PHROG	tail assembly chaperone
phrog_25305	PHROG	tail fiber protein
phrog_25325	PHROG	tail spike protein
phrog_25337	PHROG	tail length tape measure protein
phrog_25379	PHROG	tail protein
phrog_2538	PHROG	terminase small subunit
phrog_25388	PHROG	virion structural protein
phrog_25416	PHROG	virion structural protein
phrog_2545	PHROG	head-tail adaptor Ad1
phrog_25499	PHROG	virion structural protein
phrog_2551	PHROG	minor tail protein
phrog_25516	PHROG	virion structural protein
phrog_2557	PHROG	virion structural protein
phrog_25620	PHROG	tail collar fiber protein
phrog_25662	PHROG	tail assembly protein
phrog_25688	PHROG	tail assembly chaperone
phrog_257	PHROG	minor tail protein
phrog_25747	PHROG	tail fiber protein
phrog_25756	PHROG	minor tail protein
phrog_25765	PHROG	minor tail protein
phrog_25788	PHROG	tail fiber protein
phrog_2580	PHROG	tail fiber protein
phrog_2581	PHROG	virion structural protein
phrog_25848	PHROG	tail fiber protein
phrog_25852	PHROG	virion structural protein
phrog_25860	PHROG	tail assembly chaperone
phrog_25867	PHROG	tail protein
phrog_25875	PHROG	tail assembly chaperone
phrog_2589	PHROG	tail protein
phrog_25927	PHROG	tail length tape measure protein
phrog_2595	PHROG	head-tail connector protein
phrog_25966	PHROG	tail length tape measure protein
phrog_26	PHROG	tail completion or Neck1 protein
phrog_26049	PHROG	virion structural protein
phrog_2606	PHROG	terminase small subunit
phrog_26084	PHROG	tail length tape measure protein
phrog_26143	PHROG	virion structural protein
phrog_26147	PHROG	minor tail protein
phrog_2617	PHROG	short tail fiber protein
phrog_26200	PHROG	virion structural protein
phrog_2624	PHROG	tail assembly chaperone
phrog_26246	PHROG	tail protein
phrog_26270	PHROG	terminase small subunit
phrog_26274	PHROG	terminase
phrog_26292	PHROG	tail fiber protein
phrog_26298	PHROG	virion structural protein
phrog_2631	PHROG	tail fiber protein
phrog_2634	PHROG	major tail protein
phrog_2635	PHROG	tail protein
phrog_2636	PHROG	tail fiber protein
phrog_26419	PHROG	tail fiber protein
phrog_2645	PHROG	major tail protein
phrog_26467	PHROG	tail spike protein
phrog_26502	PHROG	virion structural protein
phrog_26525	PHROG	tail fiber protein
phrog_2662	PHROG	portal protein
phrog_26622	PHROG	tail fiber protein
phrog_26630	PHROG	tail fiber protein
phrog_2665	PHROG	virion structural protein
phrog_2666	PHROG	terminase large subunit
phrog_26670	PHROG	virion structural protein
phrog_26672	PHROG	virion structural protein
phrog_2671	PHROG	tail fiber protein
phrog_26711	PHROG	virion structural protein
phrog_26758	PHROG	tail fiber protein
phrog_2677	PHROG	tail protein with lysin activity
phrog_2683	PHROG	minor tail protein
phrog_26878	PHROG	virion structural protein
phrog_2689	PHROG	minor tail protein
phrog_26909	PHROG	virion structural protein
phrog_2691	PHROG	tail fiber protein
phrog_26941	PHROG	tail protein
phrog_2699	PHROG	terminase large subunit
phrog_26999	PHROG	tail assembly protein
phrog_27	PHROG	tail completion or Neck1 protein
phrog_2710	PHROG	tail fiber protein
phrog_27119	PHROG	virion structural protein
phrog_2712	PHROG	tail fiber protein
phrog_27130	PHROG	tail protein
phrog_27156	PHROG	tail spike protein
phrog_27158	PHROG	virion structural protein
phrog_27166	PHROG	tail length tape measure protein
phrog_27190	PHROG	tail length tape measure protein
phrog_27199	PHROG	tail protein
phrog_2723	PHROG	tail length tape measure protein
phrog_27257	PHROG	terminase small subunit
phrog_27277	PHROG	tail spike protein
phrog_2729	PHROG	virion structural protein
phrog_27367	PHROG	tail fiber protein
phrog_27373	PHROG	tail protein
phrog_27381	PHROG	tail fiber protein
phrog_2739	PHROG	portal protein
phrog_27398	PHROG	tail protein
phrog_27483	PHROG	virion structural protein
phrog_27494	PHROG	virion structural protein
phrog_27497	PHROG	virion structural protein
phrog_2754	PHROG	virion structural protein
phrog_2756	PHROG	virion structural protein
phrog_27577	PHROG	tail protein
phrog_27601	PHROG	tail length tape measure protein
phrog_27613	PHROG	tail protein
phrog_27786	PHROG	tail spike protein
phrog_27812	PHROG	virion structural protein
phrog_27845	PHROG	tail protein
phrog_279	PHROG	tail sheath
phrog_2792	PHROG	tail assembly chaperone
phrog_27932	PHROG	baseplate hub subunit and tail lysozyme
phrog_27959	PHROG	tail fiber protein
phrog_2796	PHROG	head-tail connector protein
phrog_27974	PHROG	portal protein
phrog_27998	PHROG	tail fiber protein
phrog_28	PHROG	tail length tape measure protein
phrog_280	PHROG	virion structural protein
phrog_28013	PHROG	virion structural protein
phrog_28033	PHROG	tail assembly chaperone
phrog_2804	PHROG	virion structural protein
phrog_2805	PHROG	minor tail protein
phrog_2810	PHROG	virion structural protein
phrog_2811	PHROG	virion structural protein
phrog_2813	PHROG	virion structural protein
phrog_28155	PHROG	terminase large subunit
phrog_28208	PHROG	tail protein
phrog_2824	PHROG	virion structural protein
phrog_28246	PHROG	tail assembly protein
phrog_28263	PHROG	tail fiber protein
phrog_2833	PHROG	portal protein
phrog_2836	PHROG	tail length tape measure protein
phrog_2837	PHROG	tail protein
phrog_2839	PHROG	tail sheath
phrog_2840	PHROG	minor tail protein
phrog_28420	PHROG	tail length tape measure protein
phrog_28473	PHROG	tail fiber protein
phrog_28504	PHROG	lytic tail fiber protein
phrog_2854	PHROG	tail length tape measure protein
phrog_2857	PHROG	tail fiber protein
phrog_2867	PHROG	virion structural protein
phrog_28673	PHROG	tail protein
phrog_287	PHROG	minor tail protein
phrog_2871	PHROG	tail protein
phrog_28748	PHROG	virion structural protein
phrog_2875	PHROG	virion structural protein
phrog_28751	PHROG	virion structural protein
phrog_28766	PHROG	tail fiber protein
phrog_28775	PHROG	tail length tape measure protein
phrog_28779	PHROG	tail length tape measure protein
phrog_28781	PHROG	tail spike protein
phrog_28831	PHROG	virion structural protein
phrog_28865	PHROG	tail protein
phrog_28902	PHROG	major tail protein
phrog_290	PHROG	minor tail protein
phrog_29002	PHROG	minor tail protein
phrog_29020	PHROG	virion structural protein
phrog_29022	PHROG	virion structural protein
phrog_29076	PHROG	tail protein
phrog_29134	PHROG	tail protein
phrog_2915	PHROG	tail fiber protein
phrog_29175	PHROG	virion structural protein
phrog_29251	PHROG	tail length tape measure protein
phrog_2926	PHROG	virion structural protein
phrog_2929	PHROG	tail fiber protein
phrog_29312	PHROG	tail length tape measure protein
phrog_2935	PHROG	virion structural protein
phrog_29386	PHROG	virion structural protein
phrog_2941	PHROG	virion structural protein
phrog_295	PHROG	tail fiber protein
phrog_29507	PHROG	virion structural protein
phrog_2952	PHROG	minor tail protein
phrog_2959	PHROG	minor tail protein
phrog_2968	PHROG	tail protein
phrog_29706	PHROG	tail spike protein
phrog_29715	PHROG	tail assembly chaperone
phrog_29731	PHROG	tail spike protein
phrog_29860	PHROG	virion structural protein
phrog_29891	PHROG	virion structural protein
phrog_29902	PHROG	virion structural protein
phrog_2992	PHROG	tail assembly chaperone
phrog_29954	PHROG	virion structural protein
phrog_30	PHROG	minor tail protein
phrog_300	PHROG	tail fiber protein
phrog_3004	PHROG	virion structural protein
phrog_3013	PHROG	virion structural protein
phrog_30133	PHROG	virion structural protein
phrog_30152	PHROG	virion structural protein
phrog_30178	PHROG	portal protein
phrog_302	PHROG	virion structural protein
phrog_30206	PHROG	tail length tape measure protein
phrog_30251	PHROG	terminase large subunit
phrog_30299	PHROG	tail fiber protein
phrog_30316	PHROG	tail fiber protein
phrog_30392	PHROG	tail sheath
phrog_305	PHROG	tail length tape measure protein
phrog_30509	PHROG	collagen like minor tail
phrog_30532	PHROG	tail protein
phrog_30543	PHROG	tail length tape measure protein
phrog_3064	PHROG	terminase
phrog_30655	PHROG	virion structural protein
phrog_30677	PHROG	tail protein
phrog_30703	PHROG	portal protein
phrog_30740	PHROG	minor tail protein
phrog_30742	PHROG	tail fiber protein
phrog_30767	PHROG	virion structural protein
phrog_30830	PHROG	virion structural protein
phrog_309	PHROG	terminase small subunit
phrog_30923	PHROG	virion structural protein
phrog_3095	PHROG	tail protein with endopeptidase activity
phrog_3096	PHROG	tail assembly chaperone
phrog_30991	PHROG	tail protein
phrog_30994	PHROG	minor tail protein
phrog_31	PHROG	central tail fiber J
phrog_3100	PHROG	tail fiber protein
phrog_31021	PHROG	tail assembly chaperone
phrog_3112	PHROG	virion structural protein
phrog_31126	PHROG	terminase small subunit
phrog_31166	PHROG	tail fiber protein
phrog_313	PHROG	Tail assembly chaperone
phrog_31306	PHROG	virion structural protein
phrog_31307	PHROG	tail protein
phrog_3140	PHROG	tail assembly chaperone
phrog_31409	PHROG	tail length tape measure protein
phrog_31452	PHROG	tail length tape measure protein
phrog_31460	PHROG	tail protein
phrog_31602	PHROG	virion structural protein
phrog_31603	PHROG	terminase
phrog_31611	PHROG	tail collar protein
phrog_31660	PHROG	tail fiber protein
phrog_31692	PHROG	terminase large subunit
phrog_31752	PHROG	virion structural protein
phrog_31826	PHROG	virion structural protein
phrog_31834	PHROG	tail protein
phrog_3185	PHROG	virion structural protein
phrog_31940	PHROG	minor tail protein
phrog_32	PHROG	tail assembly protein
phrog_3201	PHROG	tail fiber protein
phrog_32033	PHROG	tail protein
phrog_32072	PHROG	tail protein
phrog_32089	PHROG	virion structural protein
phrog_321	PHROG	tail completion or Neck1 protein
phrog_32131	PHROG	virion structural protein
phrog_32165	PHROG	minor tail protein
phrog_3218	PHROG	terminase small subunit
phrog_32204	PHROG	tail protein
phrog_32261	PHROG	virion structural protein
phrog_32306	PHROG	tail protein
phrog_32314	PHROG	virion structural protein
phrog_32325	PHROG	tail protein
phrog_32345	PHROG	tail fiber protein
phrog_32359	PHROG	terminase large subunit
phrog_32382	PHROG	tail length tape measure protein
phrog_32409	PHROG	tail fiber protein
phrog_3242	PHROG	tail sheath
phrog_32540	PHROG	tail fiber protein
phrog_32547	PHROG	virion structural protein
phrog_32568	PHROG	tail fiber protein
phrog_32580	PHROG	tail assembly chaperone
phrog_32593	PHROG	tail assembly chaperone
phrog_326	PHROG	tail protein with endopeptidase domain
phrog_3266	PHROG	tail completion
phrog_3267	PHROG	tail protein
phrog_32680	PHROG	tail fiber protein
phrog_3269	PHROG	tail protein
phrog_327	PHROG	tail protein
phrog_32740	PHROG	tail fiber protein
phrog_3279	PHROG	tail fiber protein
phrog_32822	PHROG	virion structural protein
phrog_32829	PHROG	tail fiber protein
phrog_3285	PHROG	minor tail protein
phrog_3287	PHROG	virion structural protein
phrog_32885	PHROG	tail length tape measure protein
phrog_32894	PHROG	tail fiber protein
phrog_329	PHROG	minor tail protein
phrog_3293	PHROG	virion structural protein
phrog_32933	PHROG	tail spike protein
phrog_32946	PHROG	tail protein
phrog_32965	PHROG	virion structural protein
phrog_33	PHROG	distal tail protein Dit
phrog_330	PHROG	tail assembly chaperone
phrog_3304	PHROG	L-shaped tail fiber protein assembly
phrog_3305	PHROG	virion structural protein
phrog_33098	PHROG	baseplate hub and tail lysozyme
phrog_33119	PHROG	long tail fiber protein distal subunit
phrog_33134	PHROG	terminase large subunit
phrog_33171	PHROG	virion structural protein
phrog_33183	PHROG	tail protein
phrog_33196	PHROG	tail assembly chaperone
phrog_332	PHROG	head-tail adaptor
phrog_33244	PHROG	tail fiber protein
phrog_33260	PHROG	minor tail protein
phrog_3332	PHROG	head-tail adaptor
phrog_33320	PHROG	tail fiber protein
phrog_33334	PHROG	portal protein
phrog_3336	PHROG	tail length tape measure protein
phrog_33360	PHROG	tail length tape measure protein
phrog_33372	PHROG	tail assembly chaperone
phrog_33406	PHROG	tail fiber protein
phrog_33410	PHROG	terminase small subunit
phrog_33450	PHROG	tail fiber protein
phrog_33457	PHROG	minor tail protein
phrog_33493	PHROG	tail assembly chaperone
phrog_3354	PHROG	major capsid protein
phrog_33642	PHROG	tail fiber assembly
phrog_33693	PHROG	portal protein
phrog_337	PHROG	tail protein
phrog_33778	PHROG	virion structural protein
phrog_339	PHROG	tail length tape measure protein
phrog_33904	PHROG	tail fiber protein
phrog_33972	PHROG	tail protein
phrog_3398	PHROG	virion structural protein
phrog_34036	PHROG	virion structural protein
phrog_34048	PHROG	terminase large subunit
phrog_34082	PHROG	tail length tape measure protein
phrog_341	PHROG	major tail protein
phrog_34100	PHROG	tail protein
phrog_34270	PHROG	tail length tape measure protein
phrog_3430	PHROG	virion structural protein
phrog_3432	PHROG	minor tail protein
phrog_344	PHROG	tail assembly chaperone
phrog_34405	PHROG	tail length tape measure protein
phrog_3449	PHROG	tail collar protein
phrog_34501	PHROG	tail protein
phrog_34521	PHROG	tail sheath
phrog_34543	PHROG	virion structural protein
phrog_34561	PHROG	terminase small subunit
phrog_34570	PHROG	virion structural protein
phrog_34571	PHROG	tail protein
phrog_34575	PHROG	tail spike protein
phrog_346	PHROG	minor tail protein
phrog_34605	PHROG	minor tail protein
phrog_347	PHROG	tail terminator
phrog_3475	PHROG	minor tail protein
phrog_34807	PHROG	collar tail protein for L-shaped tail fibre attachment
phrog_3484	PHROG	tail fiber protein
phrog_34893	PHROG	tail assembly chaperone
phrog_349	PHROG	virion structural protein
phrog_34916	PHROG	tail fiber protein
phrog_34923	PHROG	tail length tape measure protein
phrog_3493	PHROG	minor tail protein
phrog_34934	PHROG	tail protein
phrog_34952	PHROG	tail protein
phrog_34969	PHROG	tail protein
phrog_34993	PHROG	terminase
phrog_350	PHROG	tail protein
phrog_35150	PHROG	virion structural protein
phrog_3519	PHROG	tail length tape measure protein
phrog_35194	PHROG	tail fiber protein
phrog_352	PHROG	minor tail protein
phrog_35249	PHROG	tail tube protein
phrog_35314	PHROG	head-tail connector protein
phrog_35334	PHROG	tail length tape measure protein
phrog_35342	PHROG	tail fiber protein
phrog_35360	PHROG	tail fiber protein
phrog_35384	PHROG	tail assembly chaperone
phrog_35419	PHROG	tail fiber protein
phrog_35449	PHROG	minor tail protein
phrog_3547	PHROG	tail length tape measure protein
phrog_35471	PHROG	virion structural protein
phrog_35486	PHROG	tail assembly chaperone
phrog_35518	PHROG	tail fiber assembly
phrog_35520	PHROG	tail protein
phrog_35536	PHROG	virion structural protein
phrog_3558	PHROG	tail protein
phrog_35587	PHROG	terminase large subunit
phrog_356	PHROG	minor tail protein
phrog_35653	PHROG	tail fiber protein
phrog_35697	PHROG	tail fiber protein
phrog_35707	PHROG	tail length tape measure protein
phrog_35737	PHROG	virion structural protein
phrog_35749	PHROG	tail protein
phrog_3575	PHROG	major tail protein
phrog_35804	PHROG	virion structural protein
phrog_35830	PHROG	long tail fiber protein distal subunit
phrog_3589	PHROG	virion structural protein
phrog_35923	PHROG	tail length tape measure protein
phrog_35934	PHROG	virion structural protein
phrog_361	PHROG	terminase small subunit
phrog_36260	PHROG	tail fiber protein
phrog_3629	PHROG	tail tube protein
phrog_36300	PHROG	virion structural protein
phrog_36353	PHROG	virion structural protein
phrog_3639	PHROG	minor tail protein
phrog_36390	PHROG	tail spike protein
phrog_3645	PHROG	virion structural protein
phrog_365	PHROG	tail protein
phrog_3656	PHROG	tail assembly chaperone
phrog_366	PHROG	tail fiber protein
phrog_36601	PHROG	tail fiber protein
phrog_36688	PHROG	tail length tape measure protein
phrog_36695	PHROG	virion structural protein
phrog_36707	PHROG	tail fiber protein
phrog_36751	PHROG	minor tail protein
phrog_36805	PHROG	tail length tape measure protein
phrog_36964	PHROG	terminase large subunit
phrog_37	PHROG	tail terminator
phrog_370	PHROG	terminase small subunit
phrog_37013	PHROG	tail fiber protein
phrog_37064	PHROG	tail fiber protein
phrog_3717	PHROG	terminase large subunit
phrog_37198	PHROG	tail length tape measure protein chaperone
phrog_372	PHROG	tail protein
phrog_3725	PHROG	tail completion or Neck1 protein
phrog_37332	PHROG	virion structural protein
phrog_3737	PHROG	tail fiber protein
phrog_3746	PHROG	terminase large subunit
phrog_3753	PHROG	portal protein
phrog_37549	PHROG	virion structural protein
phrog_37552	PHROG	tail protein
phrog_3758	PHROG	virion structural protein
phrog_376	PHROG	tail protein
phrog_37616	PHROG	head-tail connector protein
phrog_37649	PHROG	tail length tape measure protein
phrog_37651	PHROG	virion structural protein
phrog_37720	PHROG	virion structural protein
phrog_37752	PHROG	tail protein
phrog_3779	PHROG	tail length tape measure protein
phrog_3783	PHROG	tail spike protein
phrog_3791	PHROG	major tail protein
phrog_3792	PHROG	tail assembly chaperone
phrog_37948	PHROG	virion structural protein
phrog_37955	PHROG	portal protein
phrog_37994	PHROG	virion structural protein
phrog_38	PHROG	terminase large subunit
phrog_38009	PHROG	tail protein
phrog_3802	PHROG	terminase small subunit
phrog_38058	PHROG	tail fiber protein
phrog_38064	PHROG	tail collar protein
phrog_38065	PHROG	portal protein
phrog_381	PHROG	tail fiber protein
phrog_38102	PHROG	virion structural protein
phrog_3817	PHROG	tail chaperonin
phrog_38183	PHROG	tail protein
phrog_382	PHROG	minor tail protein with lysin activity
phrog_38233	PHROG	tail fiber protein
phrog_3827	PHROG	tail length tape measure protein
phrog_38390	PHROG	tail length tape measure protein
phrog_38392	PHROG	tail sheath
phrog_38396	PHROG	tail protein
phrog_384	PHROG	virion structural protein
phrog_3840	PHROG	tail assembly chaperone
phrog_38440	PHROG	tail spike protein
phrog_38452	PHROG	tail protein
phrog_38537	PHROG	tail fiber protein
phrog_3856	PHROG	minor tail protein
phrog_3860	PHROG	tail assembly chaperone
phrog_38625	PHROG	tail fiber protein
phrog_38654	PHROG	tail protein
phrog_38670	PHROG	tail fiber protein
phrog_38766	PHROG	virion structural protein
phrog_3881	PHROG	head-tail connector protein
phrog_38839	PHROG	tail fiber protein
phrog_3884	PHROG	major tail protein
phrog_3889	PHROG	base plate tail tube protein
phrog_389	PHROG	tail protein XkdN-like
phrog_3890	PHROG	straight fibre tail protein
phrog_39	PHROG	tail assembly protein
phrog_3904	PHROG	tail fiber protein
phrog_3907	PHROG	tail terminator
phrog_3914	PHROG	tail assembly chaperone
phrog_3916	PHROG	tail fiber assembly
phrog_3918	PHROG	tail fiber protein
phrog_3925	PHROG	terminase large subunit
phrog_393	PHROG	tail assembly chaperone
phrog_394	PHROG	tail protein
phrog_396	PHROG	minor tail protein
phrog_3981	PHROG	tail length tape measure protein
phrog_3995	PHROG	tail protein
phrog_40	PHROG	head-tail adaptor Ad1
phrog_400	PHROG	tail protein
phrog_4014	PHROG	head-tail adaptor
phrog_4026	PHROG	minor tail protein
phrog_4036	PHROG	tail length tape measure protein
phrog_404	PHROG	minor tail protein
phrog_4044	PHROG	terminase small subunit
phrog_4070	PHROG	tail length tape measure protein
phrog_4075	PHROG	tail assembly chaperone
phrog_41	PHROG	major tail protein
phrog_4102	PHROG	terminase small subunit
phrog_4120	PHROG	minor tail protein
phrog_4128	PHROG	tail fiber protein
phrog_4129	PHROG	tail assembly chaperone
phrog_4142	PHROG	portal protein
phrog_4145	PHROG	terminase large subunit
phrog_4146	PHROG	tail protease
phrog_4150	PHROG	virion structural protein
phrog_416	PHROG	minor tail protein
phrog_4176	PHROG	tail fiber protein
phrog_4178	PHROG	major tail protein
phrog_4197	PHROG	tail length tape measure protein
phrog_4199	PHROG	minor tail protein
phrog_42	PHROG	minor tail protein
phrog_4200	PHROG	tail length tape measure protein
phrog_4201	PHROG	tail fiber protein
phrog_4204	PHROG	tail terminator
phrog_4209	PHROG	tail fiber protein
phrog_4211	PHROG	tail length tape measure protein
phrog_4217	PHROG	tail protein
phrog_4242	PHROG	tail fiber protein
phrog_4244	PHROG	tail protein
phrog_4247	PHROG	virion structural protein
phrog_42474	PHROG	virion structural protein
phrog_4251	PHROG	minor tail protein
phrog_426	PHROG	terminase small subunit
phrog_4271	PHROG	tail protein
phrog_4277	PHROG	tail fiber protein
phrog_430	PHROG	baseplate hub subunit and tail lysozyme
phrog_4322	PHROG	virion structural protein
phrog_4336	PHROG	tail assembly chaperone
phrog_437	PHROG	virion structural protein
phrog_4372	PHROG	tail length tape measure protein
phrog_4398	PHROG	tail fiber protein
phrog_4406	PHROG	virion structural protein
phrog_441	PHROG	tail assembly chaperone
phrog_4411	PHROG	virion structural protein
phrog_4413	PHROG	minor tail protein
phrog_442	PHROG	head-tail adaptor
phrog_4440	PHROG	tail fiber protein
phrog_445	PHROG	terminase small subunit
phrog_446	PHROG	tail protein
phrog_4464	PHROG	tail assembly chaperone
phrog_4465	PHROG	tail fiber protein
phrog_4479	PHROG	terminase small subunit
phrog_4486	PHROG	terminase large subunit
phrog_449	PHROG	head-tail adaptor
phrog_4492	PHROG	tail fiber protein
phrog_4498	PHROG	tail length tape measure protein
phrog_45	PHROG	tail tube
phrog_4527	PHROG	short tail fiber protein
phrog_4537	PHROG	tail assembly chaperone
phrog_454	PHROG	tail fiber protein
phrog_4540	PHROG	baseplate hub and tail lysozyme
phrog_4542	PHROG	tail tube protein
phrog_4549	PHROG	tail fiber protein
phrog_4554	PHROG	tail protein
phrog_45557	PHROG	virion structural protein
phrog_4563	PHROG	tail fiber protein
phrog_457	PHROG	tail protein
phrog_4574	PHROG	major tail protein
phrog_4577	PHROG	tail protein
phrog_45770	PHROG	virion structural protein
phrog_4579	PHROG	tail protein
phrog_4581	PHROG	terminase small subunit
phrog_4588	PHROG	virion structural protein
phrog_4591	PHROG	short tail fiber protein
phrog_4618	PHROG	tail collar fiber protein
phrog_4628	PHROG	tail fiber assembly
phrog_4636	PHROG	tail spike protein
phrog_4644	PHROG	tail protein
phrog_46689	PHROG	virion structural protein
phrog_4688	PHROG	minor tail protein
phrog_469	PHROG	tail protein
phrog_4697	PHROG	tail assembly chaperone
phrog_4699	PHROG	tail tube protein
phrog_4704	PHROG	tail length tape measure protein
phrog_4714	PHROG	tail collar protein
phrog_473	PHROG	virion structural protein
phrog_4735	PHROG	head-tail adaptor Ad1
phrog_4758	PHROG	terminase large subunit
phrog_476	PHROG	major tail protein
phrog_477	PHROG	head-tail adaptor Ad1
phrog_4798	PHROG	tail protein
phrog_48	PHROG	tail protein
phrog_4815	PHROG	receptor binding tail protein
phrog_4818	PHROG	tail fiber protein
phrog_4849	PHROG	tail protein
phrog_48535	PHROG	terminase small subunit
phrog_486	PHROG	virion structural protein
phrog_4888	PHROG	tail assembly chaperone
phrog_490	PHROG	portal protein
phrog_4900	PHROG	tail protein
phrog_4912	PHROG	tail fiber assembly
phrog_4914	PHROG	terminase large subunit
phrog_4924	PHROG	short tail fiber protein
phrog_493	PHROG	head-tail adaptor Ad1
phrog_4931	PHROG	head-tail adaptor
